category,category_title,full_name,url,description,stars,pushed_at,language,license,interesting_score
mcp_integrations,MCP & Tool Integrations,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active.",37368,2026-05-23T14:56:55Z,TypeScript,MIT,91.6
mcp_integrations,MCP & Tool Integrations,czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,A MCP for Claude Desktop / Claude Code / Windsurf / Cursor to build n8n workflows for you ,21202,2026-05-23T15:26:22Z,TypeScript,MIT,89.1
mcp_integrations,MCP & Tool Integrations,WangRongsheng/awesome-LLM-resources,https://github.com/WangRongsheng/awesome-LLM-resources,🧑‍🚀 全世界最好的LLM资料总结（多模态生成、Agent、辅助编程、AI审稿、数据处理、模型训练、模型推理、o1 模型、MCP、小语言模型、视觉语言模型） | Summary of the world's best LLM resources. ,8403,2026-05-22T05:32:35Z,,Apache-2.0,85.0
mcp_integrations,MCP & Tool Integrations,Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,"Real-time transport layer for Java AI agents. Build once with @Agent — deliver over WebSocket, SSE, gRPC, and WebTransport/HTTP3. Talk MCP, A2A and AG-UI. ",3766,2026-05-23T12:43:56Z,Java,Apache-2.0,81.4
mcp_integrations,MCP & Tool Integrations,QwenLM/Qwen-Agent,https://github.com/QwenLM/Qwen-Agent,"Agent framework and applications built upon Qwen>=3.0, featuring Function Calling, MCP, Code Interpreter, RAG, Chrome extension, etc.",16384,2026-03-04T08:15:07Z,Python,Apache-2.0,79.2
rag_retrieval_search,"RAG, Retrieval & Search",ruvnet/ruflo,https://github.com/ruvnet/ruflo,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features    enterprise-grade architecture, self-learning swarm intelligence, RAG integration, and native Claude Code / Codex Integration",54346,2026-05-23T08:53:35Z,TypeScript,MIT,93.2
rag_retrieval_search,"RAG, Retrieval & Search",run-llama/llama_index,https://github.com/run-llama/llama_index,LlamaIndex is the leading document agent and OCR platform,49612,2026-05-20T21:38:30Z,Python,MIT,92.8
rag_retrieval_search,"RAG, Retrieval & Search",KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",43555,2026-05-20T18:53:46Z,TypeScript,AGPL-3.0,92.3
rag_retrieval_search,"RAG, Retrieval & Search",patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.",35192,2026-05-21T10:45:44Z,Jupyter Notebook,MIT,91.3
rag_retrieval_search,"RAG, Retrieval & Search",redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",74513,2026-05-21T12:32:57Z,C,NOASSERTION,91.0
rag_retrieval_search,"RAG, Retrieval & Search",VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,"📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG",32027,2026-05-15T10:10:51Z,Python,MIT,90.9
rag_retrieval_search,"RAG, Retrieval & Search",pathwaycom/pathway,https://github.com/pathwaycom/pathway,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.",63250,2026-05-23T05:17:33Z,Python,NOASSERTION,90.3
rag_retrieval_search,"RAG, Retrieval & Search",vectordotdev/vector,https://github.com/vectordotdev/vector,A high-performance observability data pipeline.,21899,2026-05-23T01:24:18Z,Rust,MPL-2.0,89.2
rag_retrieval_search,"RAG, Retrieval & Search",abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine -       GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a GitHub repo or ZIP file, and get an interactive knowledge graph wit a built in Graph RAG Agent. Perfect for code exploration",39862,2026-05-23T15:45:36Z,TypeScript,NOASSERTION,88.3
rag_retrieval_search,"RAG, Retrieval & Search",NirDiamant/RAG_Techniques,https://github.com/NirDiamant/RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. Each technique has a detailed notebook tutorial.,27521,2026-05-15T18:16:10Z,Jupyter Notebook,NOASSERTION,86.6
memory_context_systems,Memory & Context Systems,vllm-project/vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,80797,2026-05-23T15:31:47Z,Python,Apache-2.0,95.0
memory_context_systems,Memory & Context Systems,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent –  Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",77628,2026-05-21T10:26:19Z,TypeScript,Apache-2.0,94.8
memory_context_systems,Memory & Context Systems,lobehub/lobehub,https://github.com/lobehub/lobehub,"🤯 LobeHub is your Chief Agent Operator, organizing your agents into 7×24 operations by hiring, scheduling, and reporting on your entire AI team.",77592,2026-05-23T15:28:32Z,TypeScript,NOASSERTION,91.2
memory_context_systems,Memory & Context Systems,academic/awesome-datascience,https://github.com/academic/awesome-datascience,:memo: An awesome Data Science repository to learn and apply for real world problems.,29255,2026-05-22T07:53:48Z,,MIT,90.5
memory_context_systems,Memory & Context Systems,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"OpenViking is an open-source context database designed specifically for AI Agents(such as openclaw). OpenViking unifies the management of context (memory, resources, and skills) that Agents need through a file system paradigm, enabling hierarchical context delivery and self-evolving.",24548,2026-05-23T15:27:39Z,Python,AGPL-3.0,89.7
memory_context_systems,Memory & Context Systems,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,16677,2026-05-22T18:23:11Z,TypeScript,Apache-2.0,88.0
memory_context_systems,Memory & Context Systems,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,"PraisonAI 🦞 — Hire a 24/7 AI Workforce. Stop writing boilerplate and start shipping autonomous self-improving agents that research, plan, code, and execute tasks. Deployed in 5 lines of code with built-in memory, RAG, and support for 100+ LLMs.",7913,2026-05-23T14:53:29Z,Python,MIT,84.7
memory_context_systems,Memory & Context Systems,nidhinjs/prompt-master,https://github.com/nidhinjs/prompt-master,A Claude skill that writes the accurate prompts for any AI tool. Zero tokens or credits wasted. Full context and memory retention,8121,2026-05-03T16:39:19Z,,MIT,81.1
memory_context_systems,Memory & Context Systems,aws/bedrock-agentcore-sdk-python,https://github.com/aws/bedrock-agentcore-sdk-python,"Python SDK for transforming any AI agent into a production-ready application. Framework-agnostic primitives for runtime, memory, authentication, and tools with AWS-managed infrastructure.",709,2026-05-22T15:29:14Z,Python,Apache-2.0,74.1
memory_context_systems,Memory & Context Systems,ai-boost/awesome-harness-engineering,https://github.com/ai-boost/awesome-harness-engineering,"Awesome list for AI agent harness engineering: tools, patterns, evals, memory, MCP, permissions, observability, and orchestration.",1071,2026-05-23T05:27:47Z,Python,NOASSERTION,72.3
knowledge_graphs,Knowledge Graphs,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",43555,2026-05-20T18:53:46Z,TypeScript,AGPL-3.0,92.3
knowledge_graphs,Knowledge Graphs,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,Build resilient agents.,32760,2026-05-22T16:57:50Z,Python,MIT,91.0
knowledge_graphs,Knowledge Graphs,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine -       GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a GitHub repo or ZIP file, and get an interactive knowledge graph wit a built in Graph RAG Agent. Perfect for code exploration",39862,2026-05-23T15:45:36Z,TypeScript,NOASSERTION,88.3
knowledge_graphs,Knowledge Graphs,aegra/aegra,https://github.com/aegra/aegra,"Open source alternative to LangGraph Platform (now LangSmith Deployments) - Self-hosted AI agent backend with FastAPI and PostgreSQL. Zero vendor lock-in, full control over your agent infrastructure.",926,2026-05-20T12:39:38Z,Python,Apache-2.0,75.2
evals_observability_promptops,"Evals, Observability & Prompt Ops",netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",78921,2026-05-23T12:24:08Z,C,GPL-3.0,94.9
evals_observability_promptops,"Evals, Observability & Prompt Ops",f/prompts.chat,https://github.com/f/prompts.chat,"f.k.a. Awesome ChatGPT Prompts. Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.",162705,2026-05-23T04:20:42Z,HTML,NOASSERTION,94.5
evals_observability_promptops,"Evals, Observability & Prompt Ops",ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",64506,2026-05-23T15:41:00Z,Rust,MIT,94.0
evals_observability_promptops,"Evals, Observability & Prompt Ops",sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。",58070,2026-05-23T12:28:32Z,Python,GPL-3.0,93.5
evals_observability_promptops,"Evals, Observability & Prompt Ops",danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,41817,2026-05-11T16:41:22Z,Go,MIT,92.1
evals_observability_promptops,"Evals, Observability & Prompt Ops",vectordotdev/vector,https://github.com/vectordotdev/vector,A high-performance observability data pipeline.,21899,2026-05-23T01:24:18Z,Rust,MPL-2.0,89.2
evals_observability_promptops,"Evals, Observability & Prompt Ops",EthicalML/awesome-production-machine-learning,https://github.com/EthicalML/awesome-production-machine-learning,"A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning",20548,2026-05-17T22:43:40Z,,MIT,88.9
evals_observability_promptops,"Evals, Observability & Prompt Ops",lm-sys/FastChat,https://github.com/lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",39481,2026-05-01T00:25:53Z,Python,Apache-2.0,88.1
evals_observability_promptops,"Evals, Observability & Prompt Ops",NirDiamant/RAG_Techniques,https://github.com/NirDiamant/RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. Each technique has a detailed notebook tutorial.,27521,2026-05-15T18:16:10Z,Jupyter Notebook,NOASSERTION,86.6
evals_observability_promptops,"Evals, Observability & Prompt Ops",ai-boost/awesome-prompts,https://github.com/ai-boost/awesome-prompts,"Curated list of chatgpt prompts from the top-rated GPTs in the GPTs Store. Prompt Engineering, prompt attack & prompt protect. Advanced Prompt Engineering papers.",7978,2026-05-23T13:22:05Z,,GPL-3.0,84.8
document_ocr_parsing,"Documents, OCR & Parsing",run-llama/llama_index,https://github.com/run-llama/llama_index,LlamaIndex is the leading document agent and OCR platform,49612,2026-05-20T21:38:30Z,Python,MIT,92.8
document_ocr_parsing,"Documents, OCR & Parsing",redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",74513,2026-05-21T12:32:57Z,C,NOASSERTION,91.0
document_ocr_parsing,"Documents, OCR & Parsing",VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,"📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG",32027,2026-05-15T10:10:51Z,Python,MIT,90.9
document_ocr_parsing,"Documents, OCR & Parsing",ArchiveBox/ArchiveBox,https://github.com/ArchiveBox/ArchiveBox,"🗃 Open source self-hosted web archiving. Takes URLs/browser history/bookmarks/Pocket/Pinboard/etc., saves HTML, JS, PDFs, media, and more...",27529,2026-05-23T03:24:36Z,Python,MIT,90.2
document_ocr_parsing,"Documents, OCR & Parsing",OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)",26298,2026-05-23T13:34:28Z,Java,Apache-2.0,90.0
document_ocr_parsing,"Documents, OCR & Parsing",datalab-to/marker,https://github.com/datalab-to/marker,Convert PDF to markdown + JSON quickly with high accuracy,35362,2026-05-05T08:04:51Z,Python,GPL-3.0,87.6
document_ocr_parsing,"Documents, OCR & Parsing",matteocrippa/awesome-swift,https://github.com/matteocrippa/awesome-swift,A collaborative list of awesome Swift libraries and resources. Feel free to contribute!,26049,2026-05-05T07:32:09Z,Ruby,CC0-1.0,86.2
document_ocr_parsing,"Documents, OCR & Parsing",binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",70716,2026-01-25T12:33:10Z,Python,GPL-3.0,85.7
document_ocr_parsing,"Documents, OCR & Parsing",zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,"Interact with your documents using the power of GPT, 100% privately, no data leaks",57213,2026-02-26T09:56:49Z,Python,Apache-2.0,84.7
document_ocr_parsing,"Documents, OCR & Parsing",enescingoz/awesome-n8n-templates,https://github.com/enescingoz/awesome-n8n-templates,"280+ free n8n automation templates — ready-to-use workflows for Gmail, Telegram, Slack, Discord, WhatsApp, Google Drive, Notion, OpenAI, and more. AI agents, RAG   chatbots, email automation, social media, DevOps, and document processing. The largest open-source n8n template collection.",22405,2026-04-09T17:13:26Z,,NOASSERTION,82.0
cloudflare_edge_backend,"Cloudflare, Edge & Backend",ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,The repo is finally unlocked. enjoy the party! The fastest repo in history to surpass 100K stars ⭐. Join Discord: https://discord.gg/5TUQKqFWd Built in Rust using oh-my-codex.,192294,2026-05-22T21:31:16Z,Rust,MIT,98.8
cloudflare_edge_backend,"Cloudflare, Edge & Backend",microsoft/semantic-kernel,https://github.com/microsoft/semantic-kernel,Integrate cutting-edge LLM technology quickly and easily into your apps,27963,2026-05-19T22:23:42Z,C#,MIT,90.3
cloudflare_edge_backend,"Cloudflare, Edge & Backend",tobi/qmd,https://github.com/tobi/qmd,"mini cli search engine for your docs, knowledge bases, meeting notes, whatever. Tracking current sota approaches while being all local",25463,2026-05-22T20:24:14Z,TypeScript,MIT,89.9
cloudflare_edge_backend,"Cloudflare, Edge & Backend",serverless/serverless,https://github.com/serverless/serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services.",46918,2026-05-23T13:33:45Z,JavaScript,NOASSERTION,89.0
cloudflare_edge_backend,"Cloudflare, Edge & Backend",abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine -       GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a GitHub repo or ZIP file, and get an interactive knowledge graph wit a built in Graph RAG Agent. Perfect for code exploration",39862,2026-05-23T15:45:36Z,TypeScript,NOASSERTION,88.3
cloudflare_edge_backend,"Cloudflare, Edge & Backend",HKUDS/ClawWork,https://github.com/HKUDS/ClawWork,"""ClawWork: OpenClaw as Your AI Coworker - 💰 $15K earned in 11 Hours""",8112,2026-03-03T15:32:37Z,Python,MIT,76.1
cloudflare_edge_backend,"Cloudflare, Edge & Backend",aegra/aegra,https://github.com/aegra/aegra,"Open source alternative to LangGraph Platform (now LangSmith Deployments) - Self-hosted AI agent backend with FastAPI and PostgreSQL. Zero vendor lock-in, full control over your agent infrastructure.",926,2026-05-20T12:39:38Z,Python,Apache-2.0,75.2
database_storage_sqlite,"Databases, Storage & SQLite",supabase/supabase,https://github.com/supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",102907,2026-05-23T14:14:38Z,TypeScript,Apache-2.0,96.1
database_storage_sqlite,"Databases, Storage & SQLite",redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",74513,2026-05-21T12:32:57Z,C,NOASSERTION,91.0
database_storage_sqlite,"Databases, Storage & SQLite",volcengine/OpenViking,https://github.com/volcengine/OpenViking,"OpenViking is an open-source context database designed specifically for AI Agents(such as openclaw). OpenViking unifies the management of context (memory, resources, and skills) that Agents need through a file system paradigm, enabling hierarchical context delivery and self-evolving.",24548,2026-05-23T15:27:39Z,Python,AGPL-3.0,89.7
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,374135,2026-05-23T15:47:11Z,TypeScript,MIT,100.0
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,The repo is finally unlocked. enjoy the party! The fastest repo in history to surpass 100K stars ⭐. Join Discord: https://discord.gg/5TUQKqFWd Built in Rust using oh-my-codex.,192294,2026-05-22T21:31:16Z,Rust,MIT,98.8
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,Java 面试 & 后端通用面试指南，覆盖计算机基础、数据库、分布式、高并发、系统设计与 AI 应用开发,155832,2026-05-22T13:39:41Z,JavaScript,Apache-2.0,97.9
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",langflow-ai/langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,148690,2026-05-23T10:38:02Z,Python,MIT,97.7
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI ",111298,2026-05-23T12:30:52Z,Jupyter Notebook,MIT,96.4
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",axios/axios,https://github.com/axios/axios,Promise based HTTP client for the browser and node.js,109070,2026-05-22T19:00:51Z,JavaScript,MIT,96.3
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",supabase/supabase,https://github.com/supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",102907,2026-05-23T14:14:38Z,TypeScript,Apache-2.0,96.1
frontend_ui_desktop_browser,"Frontend, UI, Desktop & Browser Automation",microsoft/playwright,https://github.com/microsoft/playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",89271,2026-05-23T12:22:45Z,TypeScript,Apache-2.0,95.4
